PMID,PMCID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,NIHMS ID,Open Source?,DOI,Is this DTI?,"Which imaging modality was used? e.g electroencephalogram (EEG), Positron emission tomography (PET), Anatomical MRI, fMRI, diffusion MRI (dMRI) etc",Is this a single study or a review?,Human study or not?,"Does this study dementia, alzheimers, or related disease? 
",Which one?,What tracts were studied?,"How are results presented? T-tests, beta effect sizes, ANOVA, Chi test, regression etc","What analysis software libraries are being used e.g dipy.org, fsl, freesurfer, PRIDE ..?","What was the diffusion measure e.g Fractional Anisotropy (FA), Mean Diffusivity (MD), Axial diffusivity (AD), Radial diffusivity (RD)?","Were increases or decreases in WM integrity reported relative to the disease population? Eg: AD> HC= RD increase (Corpus Callosum, Cingulum) , AD<HC = FA decreases (cingulum). If Column T is NA enter NA here. (What it means, comparing Alzheimer's disease with Health Control, there was increase in Radial diffusivity in the Corpus Callosum and Cingulum white matter tracts, etc).",Group Difference Explored e.g AD (Alzheimer) vs HC (Health Control)?,"Brain Template/ Space e.g MNI, JHU","Do they present results using x,y,z coordinates?",Other notes
36300327,PMC9903216,Retinal capillary microvessel morphology changes are associated with vascular damage and dysfunction in cerebral small vessel disease,"Wiseman SJ, Zhang JF, Gray C, Hamid C, Valdés Hernández MDC, Ballerini L, Thrippleton MJ, Manning C, Stringer M, Sleight E, Muñoz Maniega S, Morgan A, Cheng Y, Arteaga C, Jaime Garcia D, Clancy U, Doubal FN, Dhillon B, MacGillivray T, Wu YC, Wardlaw JM.",J Cereb Blood Flow Metab. 2023 Feb;43(2):231-240. doi: 10.1177/0271678X221135658. Epub 2022 Oct 27.,Wiseman SJ,J Cereb Blood Flow Metab,2023,10/27/22,,yes,10.1177/0271678X221135658,yes,,Single study,yes,no,,Na,,,,,,,,studies cerebral small vessel disease (SVD)
25230999,PMC4206159,"Depression in small-vessel disease relates to white matter ultrastructural damage, not disability","Brookes RL, Herbert V, Lawrence AJ, Morris RG, Markus HS.",Neurology. 2014 Oct 14;83(16):1417-23. doi: 10.1212/WNL.0000000000000882. Epub 2014 Sep 17.,Brookes RL,Neurology,2014,9/19/14,,yes,10.1212/WNL.0000000000000882,yes,,Single study,yes,no,,Na,,,,,,,,studies if SVD is a risk factor in depression
36530082,,Diffusion Changes in Hippocampal Cingulum in Early Biologically Defined Alzheimer's Disease,"Chen Q, Abrigo J, Deng M, Shi L, Wang YX, Chu WCW; Alzheimer’s Disease Neuroimaging Initiative.",J Alzheimers Dis. 2023;91(3):1007-1017. doi: 10.3233/JAD-220671.,Chen Q,J Alzheimers Dis,2023,12/19/22,,,10.3233/JAD-220671,yes,,Single study,yes,yes,Alzheimers Disease,"Hippocampal Cingulum, Cingulate Cingulum, Uncinate Fasciculus","ANCOVA, Shapiro–Wilk test, ROC analysis",,"FA, MD",,,,no,
22992380,,Anatomical MRI and DTI in the diagnosis of Alzheimer's disease: a European multicenter study,"Teipel SJ, Wegrzyn M, Meindl T, Frisoni G, Bokde AL, Fellgiebel A, Filippi M, Hampel H, Klöppel S, Hauenstein K, Ewers M; EDSD study group.",J Alzheimers Dis. 2012;31 Suppl 3:S33-47. doi: 10.3233/JAD-2012-112118.,Teipel SJ,J Alzheimers Dis,2012,9/21/12,,,10.3233/JAD-2012-112118,yes,,Single study,yes,yes,Alzheimers Disease,"Corpus Callosum, Fornix, Cingulate Cingulum, Parahippocampal Cingulum",voxel-based analysis,,"FA, MD",,,,yes,can only access the abstract
20615058,PMC3108435,Diagnostic utility of cerebral white matter integrity in early Alzheimer's disease,"Johnson DK, Barrow W, Anderson R, Harsha A, Honea R, Brooks WM, Burns JM.",Int J Neurosci. 2010 Aug;120(8):544-50. doi: 10.3109/00207454.2010.494788.,Johnson DK,Int J Neurosci,2010,7/10/10,NIHMS295362,no,10.3109/00207454.2010.494788,yes,,Single study,yes,yes,Alzheimers Disease,"Global, Internal Capsule, Parahippocampal Cingulum, Superior Longitudinal Fasciculus, Corpus Callosum - Genu, Corpus Callosum - Splenium",t-test or AnoVA,,"FA,MD",,,,,"Couldn't gain access to full study, studies early stages of alzheimers"
28818116,PMC5561637,Distinct white matter microstructural abnormalities and extracellular water increases relate to cognitive impairment in Alzheimer's disease with and without cerebrovascular disease,"Ji F, Pasternak O, Liu S, Loke YM, Choo BL, Hilal S, Xu X, Ikram MK, Venketasubramanian N, Chen CL, Zhou J.",Alzheimers Res Ther. 2017 Aug 17;9(1):63. doi: 10.1186/s13195-017-0292-4.,Ji F,Alzheimers Res Ther,2017,8/19/17,,yes,10.1186/s13195-017-0292-4,yes,,Single study,yes,yes,"Alzheimers Disease, Vascular Dementia, Prodromal Alzheimers Disease",Na,"AnoVA, permutation testing, pearson, spearman",,"FA, AD, RD",,,,no,
38825988,PMC11144950,Multimodal cross-examination of progressive apraxia of speech by diffusion tensor imaging-based tractography and Tau-PET scans,"Gatto RG, Pham NTT, Duffy JR, Clark HM, Utianski RL, Botha H, Machulda MM, Lowe VJ, Schwarz CG, Jack CR Jr, Josephs KA, Whitwell JL.",Hum Brain Mapp. 2024 Jun 1;45(8):e26704. doi: 10.1002/hbm.26704.,Gatto RG,Hum Brain Mapp,2024,6/3/24,,yes,10.1002/hbm.26704,yes,,Single study,yes,no,,"Frontal Aslant Tract, Arcuate Fasciculus, Inferior Fronto-Occipital Fasciculus, Medial Longitudinal Fasciculus, Inferior Longitudinal Fasciculus",N/A,,N/A,,,,,"Studies Progressive apraxia, alzheimers excluded"
28600739,PMC5723250,"Association of longitudinal white matter degeneration and cerebrospinal fluid biomarkers of neurodegeneration, inflammation and Alzheimer's disease in late-middle-aged adults","Racine AM, Merluzzi AP, Adluru N, norton D, Koscik RL, Clark LR, Berman SE, Nicholas CR, Asthana S, Alexander AL, Blennow K, Zetterberg H, Kim WH, Singh V, Carlsson CM, Bendlin BB, Johnson SC.",Brain Imaging Behav. 2019 Feb;13(1):41-52. doi: 10.1007/s11682-017-9732-9.,Racine AM,Brain Imaging Behav,2019,6/11/17,NIHMS883805,no,10.1007/s11682-017-9732-9,yes,,Single study,yes,yes,Alzheimers Disease,"Global, Cingulum, Hippocampal Cingulum","hypothesis testing, CI",,"FA,MD",,,,no,"Follows at risk population, longitudinal over 2 years"
16614789,,White matter damage of patients with Alzheimer's disease correlated with the decreased cognitive function,"Duan JH, Wang HQ, Xu J, Lin X, Chen SQ, Kang Z, Yao ZB.",Surg Radiol Anat. 2006 May;28(2):150-6. doi: 10.1007/s00276-006-0111-2. Epub 2006 Apr 14.,Duan JH,Surg Radiol Anat,2006,4/15/06,,,10.1007/s00276-006-0111-2,yes,,Single study,yes,yes,Alzheimers Disease,"Internal Capsule, Corpus Callosum - Genu, Corpus Callosum - Splenium","hypothesis testing, pearson coefficient",,"FA, MD",,,,no,
34841903,PMC9693894,Olfactory Function and Diffusion Tensor Imaging as Markers of Mild Cognitive Impairment in Early Stages of Parkinson's Disease,"Stewart SA, Pimer L, Fisk JD, Rusak B, Leslie RA, Eskes G, Schoffer K, McKelvey JR, Rolheiser T, Khan MN, Robertson H, Good KP.",Clin EEG Neurosci. 2023 Jan;54(1):91-97. doi: 10.1177/15500594211058263. Epub 2021 nov 29.,Stewart SA,Clin EEG Neurosci,2023,11/29/21,,yes,10.1177/15500594211058263,yes,,Single study,yes,yes,"Parkinson Disease, Mild Cognitive Impairment",Olfactory Tract,"t-test, AnoVA",,"FA, MD, RD, AD",,,,no,studies parkinson with mild cog impairment
28695358,PMC5798454,Retained executive abilities in mild cognitive impairment are associated with increased white matter network connectivity,"Farrar DC, Mian AZ, Budson AE, Moss MB, Koo BB, Killiany RJ; Alzheimer’s Disease Neuroimaging Initiative.",Eur Radiol. 2018 Jan;28(1):340-347. doi: 10.1007/s00330-017-4951-4. Epub 2017 Jul 10.,Farrar DC,Eur Radiol,2018,7/12/17,NIHMS937319,no,10.1007/s00330-017-4951-4,yes,,Single study,yes,yes,Mild Cognitive Impairment,"Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Corticospinal Tract, Uncinate Fasciculus, Forceps Major Of The Corpus Callosum, Corpus Callosum, Cingulate Cingulum","t-test, permutation testing",,"FA, RD",,,,no,
25151438,,White matter integrity and depressive symptoms in cerebral small vessel disease: The RUN DMC study,"van Uden IW, Tuladhar AM, de Laat KF, van norden AG, norris DG, van Dijk EJ, Tendolkar I, de Leeuw FE.",Am J Geriatr Psychiatry. 2015 May;23(5):525-35. doi: 10.1016/j.jagp.2014.07.002. Epub 2014 Jul 19.,van Uden IW,Am J Geriatr Psychiatry,2015,8/25/14,,,10.1016/j.jagp.2014.07.002,yes,,Single study,yes,yes,SVID,"Corpus Callosum - Genu, Corpus Callosum, Inferior Fronto-Occipital Fasciculus, Uncinate Fasciculus, Corona Radiata",TBSS,,"FA, MD, RD, AD",,,,no,Used data from larger study
25318544,PMC4334128,Atlas-based diffusion tensor imaging correlates of executive function,"nowrangi MA, Okonkwo O, Lyketsos C, Oishi K, Mori S, Albert M, Mielke MM.",J Alzheimers Dis. 2015;44(2):585-98. doi: 10.3233/JAD-141937.,nowrangi MA,J Alzheimers Dis,2015,10/17/14,NIHMS658783,no,10.3233/JAD-141937,yes,,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment",Cingulate Cingulum,"AnoVA, pearson, linear regression",,"FA, MD, AD",,,,no,
14966162,PMC1738975,Diffusion tensor MRI correlates with executive dysfunction in patients with ischaemic leukoaraiosis,"O'Sullivan M, Morris RG, Huckstep B, Jones DK, Williams SC, Markus HS.",J Neurol Neurosurg Psychiatry. 2004 Mar;75(3):441-7. doi: 10.1136/jnnp.2003.014910.,O'Sullivan M,J Neurol Neurosurg Psychiatry,2004,2/18/04,,no,10.1136/jnnp.2003.014910,yes,,Single study,yes,yes,Vascular Dementia,Na,Pearson,,MD,,,,no,
36710670,,Fully Connected Multi-Kernel Convolutional Neural Network Based on Alzheimer's Disease Diagnosis,"Deng L, Wang Y; Alzheimer’s Disease Neuroimaging Initiative.",J Alzheimers Dis. 2023;92(1):209-228. doi: 10.3233/JAD-220519.,Deng L,J Alzheimers Dis,2023,1/30/23,,,10.3233/JAD-220519,yes,,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Corpus Callosum, Cingulum, Uncinate Fasciculus",,,,,,,yes,proposed a deep learning model (factorization machine combined neural network (FMCNN) model) to diagnose Alzheimer's + MCI
34891857,,Altered Connection and Diagnosis Utility of White Matter in Alzheimer's Disease: A Multi-site Automated Fiber Quantification Study,"Qu Y, Wang P, Liu B, Kang X, Chen P, Du K, Liu Y.",Annu Int Conf IEEE Eng Med Biol Soc. 2021 nov;2021:2923-2927. doi: 10.1109/EMBC46164.2021.9630117.,Qu Y,Annu Int Conf IEEE Eng Med Biol Soc,2021,12/11/21,,,10.1109/EMBC46164.2021.9630117,yes,,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Cingulate Cingulum, Inferior Fronto-Occipital Fasciculus, Corticospinal Tract, Inferior Longitudinal Fasciculus, (Anterior) Cingulum Bundle, Arcuate Fasciculus, Superior Longitudinal Fasciculus, Thalamic Radiation, Uncinate Fasciculus, Forceps Minor Of The Corpus Callosum, Forceps Major Of Corpus Callosum","One-way AnoVA, Pearson, chi squared",,"FA, RD, MD, AxD",,,,no,
34062262,,MRI characterization of rat brain aging at structural and functional level: Clues for translational applications,"Bontempi P, Podda R, Daducci A, Sonato N, Fattoretti P, Fiorini S, Tambalo S, Mosconi E, Merigo F, Balietti M, Marzola P.",Exp Gerontol. 2021 Sep;152:111432. doi: 10.1016/j.exger.2021.111432. Epub 2021 May 29.,Bontempi P,Exp Gerontol,2021,6/1/21,,,10.1016/j.exger.2021.111432,yes,,Single study,no,,,Na,,,,,,,,
23876903,,Initial study of magnetic resonance diffusion tensor imaging in brain white matter of early AIDS patients,"Xuan A, Wang GB, Shi DP, Xu JL, Li YL.",Chin Med J (Engl). 2013 Jul;126(14):2720-4.,Xuan A,Chin Med J (Engl),2013,7/24/13,,,,yes,,Single study,yes,no,,"Corpus Callosum, Corpus Callosum - Splenium, Internal Capsule",,,,,,,,"is on AIDS + has no listed DOI link - ""https://mednexus.org/doi/pdf/10.3760/cma.j.issn.0366-6999.20130299"""
29959265,PMC6070383,Loss of white matter integrity reflects tau accumulation in Alzheimer disease defined regions,"Strain JF, Smith RX, Beaumont H, Roe CM, Gordon BA, Mishra S, Adeyemo B, Christensen JJ, Su Y, Morris JC, Benzinger TLS, Ances BM.",Neurology. 2018 Jul 24;91(4):e313-e318. doi: 10.1212/WNL.0000000000005864. Epub 2018 Jun 29.,Strain JF,Neurology,2018,7/1/18,,no,10.1212/WNL.0000000000005864,yes,,Single study,yes,yes,Alzheimers Disease,Na,linear regression,,"FA, MD",,,,yes,
24947353,,White matter integrity disruptions associated with cognitive impairments in type 2 diabetic patients,"Zhang J, Wang Y, Wang J, Zhou X, Shu N, Wang Y, Zhang Z.",Diabetes. 2014 nov;63(11):3596-605. doi: 10.2337/db14-0342. Epub 2014 Jun 19.,Zhang J,Diabetes,2014,6/21/14,,,10.2337/db14-0342,yes,,Single study,yes,yes,Dementia,"Corpus Callosum, Internal Capsule, External Capsule, Global, Corona Radiata, Thalamic Radiation, Cingulate Cingulum, Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Fornix, Superior Fronto-Occipital Fasciculus, Uncinate Fasciculus, Tapetum, Hippocampal Cingulum","voxel-wise TBSS, ROI-wise analysis, linear regression",,"FA, MD, λ1, and λ23",,"yes via student t-test, chi squared",,yes,dementia association in type 2 diabetes patient
26288751,PMC4536470,Altered whole-brain white matter networks in preclinical Alzheimer's disease,"Fischer FU, Wolf D, Scheurich A, Fellgiebel A; Alzheimer's Disease Neuroimaging Initiative.",Neuroimage Clin. 2015 Jun 30;8:660-6. doi: 10.1016/j.nicl.2015.06.007. eCollection 2015.,Fischer FU,Neuroimage Clin,2015,8/20/15,,yes,10.1016/j.nicl.2015.06.007,yes,,Single study,yes,yes,Alzheimers Disease,Na,"ANCOVA, linear regression",,"FA, MD",,,,yes,
26028932,PMC4444480,"Comparison of regional gray matter atrophy, white matter alteration, and glucose metabolism as a predictor of the conversion to Alzheimer's disease in mild cognitive impairment","Sohn BK, Yi D, Seo EH, Choe YM, Kim JW, Kim SG, Choi HJ, Byun MS, Jhoo JH, Woo JI, Lee DY.",J Korean Med Sci. 2015 Jun;30(6):779-87. doi: 10.3346/jkms.2015.30.6.779. Epub 2015 May 13.,Sohn BK,J Korean Med Sci,2015,6/2/15,,yes,10.3346/jkms.2015.30.6.779,yes,,Single study,yes,yes,Mild Cognitive Impairment,Na,TBSS,,FA,,,,yes,
33772083,PMC7998032,Free-water diffusion tensor imaging improves the accuracy and sensitivity of white matter analysis in Alzheimer's disease,"Bergamino M, Walsh RR, Stokes AM.",Sci Rep. 2021 Mar 26;11(1):6990. doi: 10.1038/s41598-021-86505-7.,Bergamino M,Sci Rep,2021,3/27/21,,yes,10.1038/s41598-021-86505-7,yes,,Single study,yes,yes,Alzheimers Disease,"Fornix, Internal Capsule, Corona Radiata, Forceps Major, Forceps Minor, Corpus Callosum - Genu, External Capsule, Uncinate Fasciculus, Inferior Fronto-Occipital Fasciculus, Anterior Thalamic Radiation, Corticospinal Tract","ANCOVA, student t-test",,"FA, RD, AxD",,,,yes,
34334777,,Changes in the connection network of whole-brain fiber tracts in patients with Alzheimer's disease have a tendency of lateralization,"He F, Li Y, Li C, Zhao J, Liu T, Fan L, Zhang X, Wang J.",Neuroreport. 2021 Oct 6;32(14):1175-1182. doi: 10.1097/WNR.0000000000001708.,He F,Neuroreport,2021,8/2/21,,,10.1097/WNR.0000000000001708,yes,,Single study,yes,yes,Alzheimers Disease,Na,,,,,,,,completed based on abstract info - don't have full access (need to subscribe)
28180075,PMC5279696,Independent value added by diffusion MRI for prediction of cognitive function in older adults,"Scott JA, Tosun D, Braskie MN, Maillard P, Thompson PM, Weiner M, DeCarli C, Carmichael OT; ADNI.",Neuroimage Clin. 2017 Jan 25;14:166-173. doi: 10.1016/j.nicl.2017.01.026. eCollection 2017.,Scott JA,Neuroimage Clin,2017,2/10/17,,yes,10.1016/j.nicl.2017.01.026,yes,,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment, Dementia",Global,z-scores,,"FA, RD, MD, AxD",,,,no,
23583480,,Longitudinal white matter changes in Alzheimer's disease: a tractography-based analysis study,"Kitamura S, Kiuchi K, Taoka T, Hashimoto K, Ueda S, Yasuno F, Morikawa M, Kichikawa K, Kishimoto T.",Brain Res. 2013 Jun 17;1515:12-8. doi: 10.1016/j.brainres.2013.03.052. Epub 2013 Apr 10.,Kitamura S,Brain Res,2013,4/16/13,,,10.1016/j.brainres.2013.03.052,yes,,Single study,yes,yes,Alzheimers Disease,"Uncinate Fasciculus, Inferior Longitudinal Fasciculus, Inferior Occipitofrontal Fasciculus","AnoVA, follow up post-hoc Bonferroni test",,"FA, RD, AxD",,,,yes,
21356112,PMC3053228,Causes and consequences of cerebral small vessel disease. The RUN DMC study: a prospective cohort study. Study rationale and protocol,"van norden AG, de Laat KF, Gons RA, van Uden IW, van Dijk EJ, van Oudheusden LJ, Esselink RA, Bloem BR, van Engelen BG, Zwarts MJ, Tendolkar I, Olde-Rikkert MG, van der Vlugt MJ, Zwiers MP, norris DG, de Leeuw FE.",BMC Neurol. 2011 Feb 28;11:29. doi: 10.1186/1471-2377-11-29.,van norden AG,BMC Neurol,2011,3/2/11,,yes,10.1186/1471-2377-11-29,yes,,Single study,yes,no,,Na,,,,,,,,studies cerebral small vessel disease
32730718,,Brain microstructural changes and cognitive function in non-demented essential tremor patients: a diffusion tensor imaging study,"Sengul Y, Temur HO, Corakcı Z, Sengul HS, Dowd H, Ustun I, Alkan A, Louis ED.",Int J Neurosci. 2022 Feb;132(2):154-164. doi: 10.1080/00207454.2020.1803859. Epub 2020 Aug 6.,Sengul Y,Int J Neurosci,2022,7/31/20,,,10.1080/00207454.2020.1803859,yes,,Single study,yes,no,,"Corpus Callosum, Anterior Thalamic Radiation, Superior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Middle Cerebellar Peduncle, Corpus Callosum - Splenium, Superior Fronto-Occipital Bundle, Superior Cerebellar Peduncle",,,,,,,,
15087585,,Ultrastructural hippocampal and white matter alterations in mild cognitive impairment: a diffusion tensor imaging study,"Fellgiebel A, Wille P, Müller MJ, Winterer G, Scheurich A, Vucurevic G, Schmidt LG, Stoeter P.",Dement Geriatr Cogn Disord. 2004;18(1):101-8. doi: 10.1159/000077817. Epub 2004 Apr 14.,Fellgiebel A,Dement Geriatr Cogn Disord,2004,4/17/04,,,10.1159/000077817,yes,,Single study,yes,yes,Mild Cognitive Impairment,"Corpus Callosum - Genu, Corpus Callosum - Splenium",,,"FA, MD",,,,,wasn't able to access pdf -> info added based on the abstract
21872362,PMC3227739,Distinctive disruption patterns of white matter tracts in Alzheimer's disease with full diffusion tensor characterization,"Huang H, Fan X, Weiner M, Martin-Cook K, Xiao G, Davis J, Devous M, Rosenberg R, Diaz-Arrastia R.",Neurobiol Aging. 2012 Sep;33(9):2029-45. doi: 10.1016/j.neurobiolaging.2011.06.027. Epub 2011 Aug 27.,Huang H,Neurobiol Aging,2012,8/30/11,NIHMS311810,no,10.1016/j.neurobiolaging.2011.06.027,yes,,Single study,yes,yes,"Alzheimers Disease, Amnestic Mild Cognitive Impairment (aMCI)","Corona Radiata, Internal Capsule, Corpus Callosum, Cingulate Cingulum, Hippocampal Cingulum, External Capsule, Corticospinal Tract, Fornix, Corpus Callosum - Genu, Inferior Fronto-Occipital Fasciculus, Inferior Longitudinal Fasciculus, Corpus Callosum - Splenium, Superior Longitudinal Fasciculus, Uncinate Fasciculus","atlas-based tract-wise analysis, correlation with cortical atrophy and cognitive test scores",,"FA, MD, AxD, RD",,,,no,"multiple WM tracts, grouped functionally"
25444606,PMC4276308,Connectivity network measures predict volumetric atrophy in mild cognitive impairment,"Nir TM, Jahanshad N, Toga AW, Bernstein MA, Jack CR Jr, Weiner MW, Thompson PM; Alzheimer's Disease Neuroimaging Initiative (ADNI).",Neurobiol Aging. 2015 Jan;36 Suppl 1(0 1):S113-20. doi: 10.1016/j.neurobiolaging.2014.04.038. Epub 2014 Aug 30.,Nir TM,Neurobiol Aging,2015,12/3/14,NIHMS650200,no,10.1016/j.neurobiolaging.2014.04.038,yes,,Single study,yes,yes,Mild Cognitive Impairment,"Corona Radiata, Internal Capsule",regression analysis with 3D Jacobian expansion factor maps for brain atrophy,,,,,,no,predictive value of whole-brain white matter network
39740225,PMC11851321,MRI free water mediates the association between diffusion tensor image analysis along the perivascular space and executive function in four independent middle to aged cohorts,"Liu X, Maillard P, Barisano G, Caprihan A, Cen S, Shao X, Jann K, Ringman JM, Lu H, Arfanakis K, DeCarli CS, Gold BT, Seshadri S, Satizabal CL, Beiser AS, Habes M, Kramer JH, Stables L, Singh H, Helmer KG, Greenberg SM, Wang DJJ; MarkVCID Consortium.",Alzheimers Dement. 2025 Feb;21(2):e14453. doi: 10.1002/alz.14453. Epub 2024 Dec 30.,Liu X,Alzheimers Dement,2025,12/31/24,,yes,10.1002/alz.14453,yes,,Single study,yes,yes,"Vascular cognitive impairment and dementia (VCID), cerebral small vessel disease (cSVD)",Na,"Regression analysis, mediation analysis",,MD,,,,no,ALPS index
34921119,,The heritability of amyloid burden in older adults: the Older Australian Twins Study,"Koncz R, Thalamuthu A, Wen W, Catts VS, Dore V, Lee T, Mather KA, Slavin MJ, Wegner EA, Jiang J, Trollor JN, Ames D, Villemagne VL, Rowe CC, Sachdev PS; Older Australian Twins Study collaborative team.",J Neurol Neurosurg Psychiatry. 2022 Mar;93(3):303-308. doi: 10.1136/jnnp-2021-326677. Epub 2021 Dec 17.,Koncz R,J Neurol Neurosurg Psychiatry,2022,12/18/21,,,10.1136/jnnp-2021-326677,yes,,Single study,yes,yes,Alzheimers Disease,Na,"regression models, SUVR and centiloid scale for PET data",,MD (PSMD),,,,no,
32574842,,Characterizing white matter connectivity in Alzheimer's disease and mild cognitive impairment: An automated fiber quantification analysis with two independent datasets,"Dou X, Yao H, Feng F, Wang P, Zhou B, Jin D, Yang Z, Li J, Zhao C, Wang L, An N, Liu B, Zhang X, Liu Y.",Cortex. 2020 Aug;129:390-405. doi: 10.1016/j.cortex.2020.03.032. Epub 2020 May 30.,Dou X,Cortex,2020,6/24/20,,,10.1016/j.cortex.2020.03.032,yes,,Single study,yes,yes,"Alzheimers Disease, Amnestic Mild Cognitive Impairment (aMCI)","Uncinate Fasciculus, Cingulate Cingulum, Inferior Longitudinal Fasciculus, Superior Longitudinal Fasciculus, Forceps Minor Of Corpus Callosum, Arcuate Fasciculus, Inferior Fronto-Occipital Fasciculus, Corticospinal Tract",AFQ to identify tract-specific changes in AD and aMCI,,"MD, FA",,,,,
19342541,PMC7051338,White matter involvement in idiopathic Parkinson disease: a diffusion tensor imaging study,"Gattellaro G, Minati L, Grisoli M, Mariani C, Carella F, Osio M, Ciceri E, Albanese A, Bruzzone MG.",AJNR Am J Neuroradiol. 2009 Jun;30(6):1222-6. doi: 10.3174/ajnr.A1556. Epub 2009 Apr 2.,Gattellaro G,AJNR Am J Neuroradiol,2009,4/4/09,,no,10.3174/ajnr.A1556,yes,,Single study,yes,yes,Parkinson's disease,"Corticospinal Tract, Internal Capsule, Corpus Callosum - Splenium, Corpus Callosum - Genu, Superior Longitudinal Fasciculus, Cingulum",,,,,,,,
35358703,PMC9701560,CSF Tau phosphorylation at Thr205 is associated with loss of white matter integrity in autosomal dominant Alzheimer disease,"Strain JF, Barthelemy N, Horie K, Gordon BA, Kilgore C, Aschenbrenner A, Cruchaga C, Xiong C, Joseph-Mathurin N, Hassenstab J, Fagan AM, Li Y, Karch CM, Perrin RJ, Berman SB, Chhatwal JP, Graff-Radford NR, Mori H, Levin J, noble JM, Allegri R, Schofield PR, Marcus DS, Holtzman DM, Morris JC, Benzinger TLS, McDade EM, Bateman RJ, Ances BM.",Neurobiol Dis. 2022 Jun 15;168:105714. doi: 10.1016/j.nbd.2022.105714. Epub 2022 Mar 28.,Strain JF,Neurobiol Dis,2022,3/31/22,NIHMS1846968,yes,10.1016/j.nbd.2022.105714,yes,,Single study,yes,yes,Autosomal Dominant Alzheimer’s Disease (ADAD),"Anterior Corpus Callosum, Corpus Callosum, Forceps Major, Cingulum, Forceps Minor, Inferior Longitudinal Fasciculus, Frontal Aslant Tract, Superior Longitudinal Fasciculus, Uncinate Fasciculus, Corticospinal Tract","Linear regression, Principal Component Analysis (PCA)",,"FA, MD, AD, RD",,,,no,
33681461,PMC7934686,Systematic Assessment of the Impact of DTI Methodology on Fractional Anisotropy Measures in Alzheimer's Disease,"Bergamino M, Keeling EG, Walsh RR, Stokes AM.",Tomography. 2021 Feb 6;7(1):20-38. doi: 10.3390/tomography7010003. eCollection 2021 Mar.,Bergamino M,Tomography,2021,3/8/21,,yes,10.3390/tomography7010003,yes,,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Fornix, Corpus Callosum, Forceps Major, Forceps Minor, Corona Radiata, Cingulate Cingulum, Corpus Callosum - Genu, Corpus Callosum - Splenium","AnoVA, t-tests, Intraclass Correlation Coefficient (ICC)",,FA,,,,no,
27357066,,Diffusion Tensor Imaging to Map Brain Microstructural Changes in CADASIL,"Mascalchi M, Pantoni L, Giannelli M, Valenti R, Bianchi A, Pracucci G, Orsolini S, Ciulli S, Tessa C, Poggesi A, Pescini F, Inzitari D, Diciotti S.",J Neuroimaging. 2017 Jan;27(1):85-91. doi: 10.1111/jon.12374. Epub 2016 Jun 30.,Mascalchi M,J Neuroimaging,2017,7/1/16,,,10.1111/jon.12374,yes,,Single study,yes,yes,CADASIL (cerebral autosomal-dominant arteriopathy with subcortical infarcts and leukoencephalopathy),"External Capsule, Internal Capsule, Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Uncinate Fasciculus, Cingulum, Forceps Major, Forceps Minor, Corticospinal Tract, Thalamic Radiation, Corpus Callosum, Cerebellar Peduncle","Tract-Based Spatial Statistics (TBSS), voxelwise t-tests, correlation analysis (with Fazekas score)",,"FA, MD, RD, AD, MO",,,,no,
30685818,,Alterations of White Matter Integrity in Subcortical Ischemic Vascular Disease with and Without Cognitive Impairment: a TBSS Study,"Liu X, Cheng R, Chen L, Luo T, Lv F, Gong J, Jiang P.",J Mol Neurosci. 2019 Apr;67(4):595-603. doi: 10.1007/s12031-019-01266-3. Epub 2019 Jan 26.,Liu X,J Mol Neurosci,2019,1/28/19,,,10.1007/s12031-019-01266-3,yes,,Single study,yes,yes,"Vascular cognitive impairment (VCI), SVID","Corpus Callosum - Genu, Superior Longitudinal Fasciculus, Corpus Callosum - Splenium, Inferior Fronto-Occipital Fasciculus, Anterior Thalamic Radiation, Inferior Longitudinal Fasciculus, Corticospinal Tract","TBSS, Spearman correlation analysis",,"FA, MD, AD, RD",,,,no,
24936411,PMC4053642,Associations between white matter microstructure and amyloid burden in preclinical Alzheimer's disease: A multimodal imaging investigation,"Racine AM, Adluru N, Alexander AL, Christian BT, Okonkwo OC, Oh J, Cleary CA, Birdsill A, Hillmer AT, Murali D, Barnhart TE, Gallagher CL, Carlsson CM, Rowley HA, Dowling NM, Asthana S, Sager MA, Bendlin BB, Johnson SC.",Neuroimage Clin. 2014 Feb 19;4:604-14. doi: 10.1016/j.nicl.2014.02.001. eCollection 2014.,Racine AM,Neuroimage Clin,2014,6/18/14,,yes,10.1016/j.nicl.2014.02.001,yes,,Single study,yes,yes,Alzheimers Disease,"Corpus Callosum, Hippocampal Cingulum, Fornix","ANCOVA, voxel-wise analysis",,"FA, MD, Da, Dr",,,,no,
